Chr	gene_symbol	tissue	fold_change	p_value	regulation	detecting_method	pubMed_ID
1	LRRC39	prefrontal cortex	-0.37	1.50E-04	DOWN	RNA-Seq	26793951
21	LRRC3DN	prefrontal cortex	0.59	1.59E-03	UP	RNA-Seq	26793951
1	LRRC40	prefrontal cortex	-0.34	2.87E-03	DOWN	RNA-Seq	26793951
15	LRRC49	prefrontal cortex	-0.33	8.41E-04	DOWN	RNA-Seq	26793951
17	LRRC59	prefrontal cortex	-0.12	1.91E-05	DOWN	microarray transcriptomics	26793951
1	LRRC8B	prefrontal cortex	-0.37	2.02E-03	DOWN	RNA-Seq	26793951
7	LSMEM1	prefrontal cortex	0.81	7.85E-07	UP	RNA-Seq	26793951
21	LTN1	prefrontal cortex	-0.35	1.57E-03	DOWN	RNA-Seq	26793951
1	LUZP1	prefrontal cortex	-0.15	5.25E-03	DOWN	microarray transcriptomics	26793951
8	LY6K	prefrontal cortex	-0.31	9.99E-04	DOWN	Microarray	26793951
6	LYRM2	prefrontal cortex	-0.28	7.36E-04	DOWN	RNA-Seq	26793951
6	LYRM4	prefrontal cortex	-0.15	4.69E-06	DOWN	microarray transcriptomics	26793951
5	LYRM7	prefrontal cortex	-0.26	1.87E-04	DOWN	RNA-Seq	26793951
5	LYSMD3	prefrontal cortex	0.32	2.04E-04	UP	Microarray	26793951
13	MAB21L1	prefrontal cortex	0.31	9.82E-04	UP	Microarray	26793951
11	MACROD1	prefrontal cortex	0.45	4.88E-05	UP	RNA-Seq	26793951
22	MAFF	prefrontal cortex	0.96	8.58E-07	UP	RNA-Seq	26793951
8	MAK16	prefrontal cortex	-0.3	7.47E-05	DOWN	RNA-Seq	26793951
3	MANF	prefrontal cortex	0.36	1.67E-03	UP	RNA-Seq	26793951
1	MAP1LC3C	prefrontal cortex	0.73	1.17E-03	UP	RNA-Seq	26793951
17	MAP2K3	prefrontal cortex	0.37	6.40E-04	UP	RNA-Seq	26793951
17	MAP2K6	prefrontal cortex	0.08	4.61E-03	UP	microarray transcriptomics	26793951
3	MAP6D1	prefrontal cortex	-0.32	7.09E-04	DOWN	Microarray	26793951
22	MAPK1	prefrontal cortex	0.19	6.18E-07	UP	microarray transcriptomics	26793951
16	MAPK3	prefrontal cortex	0.26	2.79E-06	UP	microarray transcriptomics	26793951
1	MAPKAPK2	prefrontal cortex	0.39	9.32E-04	UP	RNA-Seq	26793951
12	MAPKAPK5	prefrontal cortex	-0.23	7.50E-04	DOWN	RNA-Seq	26793951
18	MAPRE2	prefrontal cortex	-0.26	3.14E-04	DOWN	RNA-Seq	26793951
6	MAS1	prefrontal cortex	-0.91	1.34E-04	DOWN	RNA-Seq	26793951
14	MAX	prefrontal cortex	0.23	2.24E-03	UP	RNA-Seq	26793951
6	MB21D1	prefrontal cortex	0.46	2.70E-03	UP	RNA-Seq	26793951
2	MBD5	prefrontal cortex	0.46	7.42E-04	UP	Microarray	26793951
X	MBTPS2	prefrontal cortex	-0.38	2.94E-04	DOWN	RNA-Seq	26793951
2	MCEE	prefrontal cortex	-0.28	1.54E-03	DOWN	RNA-Seq	26793951
10	MCU	prefrontal cortex	-0.09	5.41E-03	DOWN	microarray transcriptomics	26793951
18	ME2	prefrontal cortex	-0.29	6.43E-05	DOWN	RNA-Seq	26793951
X	MED14	prefrontal cortex	-0.42	3.04E-07	DOWN	RNA-Seq	26793951
12	MED21	prefrontal cortex	0.4	8.43E-04	UP	Microarray	26793951
19	MED26	prefrontal cortex	0.21	2.99E-03	UP	RNA-Seq	26793951
19	MED29	prefrontal cortex	-0.24	3.63E-04	DOWN	RNA-Seq	26793951
19	MEF2B	prefrontal cortex	0.79	6.80E-05	UP	RNA-Seq	26793951
19	MEGF8	prefrontal cortex	0.25	1.66E-04	UP	Microarray	26793951
7	MEPCE	prefrontal cortex	0.25	2.67E-03	UP	RNA-Seq	26793951
17	METRNL	prefrontal cortex	0.54	7.63E-05	UP	RNA-Seq	26793951
17	METTL2A	prefrontal cortex	-0.23	3.10E-03	DOWN	RNA-Seq	26793951
12	METTL7B	prefrontal cortex	0.66	6.57E-05	UP	RNA-Seq	26793951
1	MEX3A	prefrontal cortex	0.53	4.81E-04	UP	RNA-Seq	26793951
3	MFN1	prefrontal cortex	-0.3	3.21E-04	DOWN	RNA-Seq	26793951
1	MFN2	prefrontal cortex	-0.1	1.60E-04	DOWN	microarray transcriptomics	26793951
4	MFSD8	prefrontal cortex	-0.31	2.04E-03	DOWN	RNA-Seq	26793951
5	MGAT1	prefrontal cortex	0.3	4.80E-05	UP	RNA-Seq	26793951
14	MGAT2	prefrontal cortex	0.28	5.69E-04	UP	Microarray	26793951
-	MGC21874	prefrontal cortex	0.37	2.25E-04	UP	Microarray	26793951
-	MGC3771	prefrontal cortex	-0.32	5.78E-04	DOWN	Microarray	26793951
19	MIA	prefrontal cortex	1.06	7.79E-06	UP	RNA-Seq	26793951
6	MICB	prefrontal cortex	0.66	1.02E-04	UP	RNA-Seq	26793951
10	MICU1	prefrontal cortex	-0.08	5.59E-03	DOWN	microarray transcriptomics	26793951
19	MIER2	prefrontal cortex	0.26	1.31E-03	UP	RNA-Seq	26793951
19	MKNK2	prefrontal cortex	0.67	2.80E-05	UP	RNA-Seq	26793951
16	MLKL	prefrontal cortex	0.9	2.49E-06	UP	RNA-Seq	26793951
2	MLPH	prefrontal cortex	0.98	1.64E-05	UP	RNA-Seq	26793951
16	MLYCD	prefrontal cortex	0.37	4.29E-04	UP	Microarray	26793951
16	MLYCD	prefrontal cortex	-0.11	1.69E-03	DOWN	microarray transcriptomics	26793951
1	MMACHC	prefrontal cortex	-0.45	5.32E-05	DOWN	RNA-Seq	26793951
1	MMP23B	prefrontal cortex	0.86	3.60E-05	UP	RNA-Seq	26793951
11	MMP3	prefrontal cortex	-0.9	1.50E-04	DOWN	RNA-Seq	26793951
20	MMP9	prefrontal cortex	1.16	9.36E-07	UP	RNA-Seq	26793951
11	MOB2	prefrontal cortex	0.33	1.07E-03	UP	RNA-Seq	26793951
19	MOB3A	prefrontal cortex	0.31	1.40E-03	UP	RNA-Seq	26793951
6	MOCS1	prefrontal cortex	-0.13	1.02E-04	DOWN	microarray transcriptomics	26793951
X	MPP1	prefrontal cortex	-0.13	2.42E-04	DOWN	microarray transcriptomics	26793951
16	MPV17L	prefrontal cortex	-0.55	1.53E-05	DOWN	RNA-Seq	26793951
1	MPZ	prefrontal cortex	0.41	2.33E-04	UP	RNA-Seq	26793951
3	MRAS	prefrontal cortex	0.45	2.30E-04	UP	RNA-Seq	26793951
3	MRAS	prefrontal cortex	0.41	3.43E-04	UP	Microarray	26793951
10	MRC1L1	prefrontal cortex	0.72	1.81E-03	UP	RNA-Seq	26793951
8	MROH6	prefrontal cortex	0.6	5.56E-04	UP	RNA-Seq	26793951
6	MRPL2	prefrontal cortex	-0.32	2.21E-04	DOWN	Microarray	26793951
7	MRPL32	prefrontal cortex	-0.3	1.50E-04	DOWN	RNA-Seq	26793951
17	MRPL38	prefrontal cortex	0.3	2.60E-03	UP	RNA-Seq	26793951
15	MRPL46	prefrontal cortex	-0.1	2.86E-03	DOWN	microarray transcriptomics	26793951
1	MRPL9	prefrontal cortex	-0.12	3.24E-04	DOWN	microarray transcriptomics	26793951
10	MRPS16	prefrontal cortex	-0.26	1.05E-03	DOWN	RNA-Seq	26793951
21	MRPS6	prefrontal cortex	0.77	4.53E-07	UP	RNA-Seq	26793951
11	MS4A6A	prefrontal cortex	0.7	1.20E-03	UP	RNA-Seq	26793951
2	MSH2	prefrontal cortex	-0.31	9.66E-06	DOWN	RNA-Seq	26793951
1	MSTO1	prefrontal cortex	-0.27	2.80E-03	DOWN	RNA-Seq	26793951
4	MSX1	prefrontal cortex	0.6	3.88E-04	UP	RNA-Seq	26793951
16	MT1A	prefrontal cortex	0.7	2.03E-03	UP	RNA-Seq	26793951
16	MT1E	prefrontal cortex	0.58	7.94E-04	UP	RNA-Seq	26793951
16	MT1F	prefrontal cortex	0.82	9.25E-06	UP	RNA-Seq	26793951
16	MT1G	prefrontal cortex	0.68	6.64E-04	UP	RNA-Seq	26793951
16	MT1M	prefrontal cortex	0.71	1.46E-04	UP	RNA-Seq	26793951
16	MT1X	prefrontal cortex	0.57	2.87E-03	UP	RNA-Seq	26793951
16	MT2A	prefrontal cortex	0.69	7.64E-05	UP	RNA-Seq	26793951
16	MT3	prefrontal cortex	-0.32	8.50E-04	DOWN	microarray transcriptomics	26793951
8	MTBP	prefrontal cortex	-0.5	9.49E-05	DOWN	RNA-Seq	26793951
11	MTCH2	prefrontal cortex	-0.29	1.41E-04	DOWN	RNA-Seq	26793951
5	MTMR12	prefrontal cortex	0.13	5.95E-05	UP	microarray transcriptomics	26793951
8	MTMR7	prefrontal cortex	-0.37	1.69E-03	DOWN	RNA-Seq	26793951
8	MTMR9	prefrontal cortex	-0.26	2.06E-03	DOWN	RNA-Seq	26793951
-	MT-ND6	prefrontal cortex	0.64	1.34E-03	UP	RNA-Seq	26793951
6	MTO1	prefrontal cortex	0.32	8.23E-04	UP	Microarray	26793951
10	MTPAP	prefrontal cortex	-0.17	2.51E-03	DOWN	RNA-Seq	26793951
1	MTR	prefrontal cortex	-0.42	3.55E-05	DOWN	RNA-Seq	26793951
16	MTSS1L	prefrontal cortex	0.41	1.43E-03	UP	RNA-Seq	26793951
5	MTX3	prefrontal cortex	-0.61	2.52E-03	DOWN	RNA-Seq	26793951
5	MTX3	prefrontal cortex	-0.12	3.55E-03	DOWN	microarray transcriptomics	26793951
8	MYC	prefrontal cortex	0.63	2.94E-04	UP	Microarray	26793951
15	MYEF2	prefrontal cortex	-0.28	8.12E-04	DOWN	RNA-Seq	26793951
20	MYLK2	prefrontal cortex	-0.69	8.15E-05	DOWN	RNA-Seq	26793951
17	MYO1D	prefrontal cortex	-0.13	3.86E-03	DOWN	microarray transcriptomics	26793951
19	MYO1F	prefrontal cortex	0.52	8.86E-04	UP	RNA-Seq	26793951
1	MYSM1	prefrontal cortex	-0.36	8.39E-04	DOWN	RNA-Seq	26793951
5	MZB1	prefrontal cortex	0.78	5.89E-04	UP	RNA-Seq	26793951
12	NAA25	prefrontal cortex	-0.41	6.87E-04	DOWN	RNA-Seq	26793951
9	NAA35	prefrontal cortex	-0.22	1.90E-03	DOWN	RNA-Seq	26793951
12	NAB2	prefrontal cortex	-0.23	2.03E-04	DOWN	Microarray	26793951
9	NACC2	prefrontal cortex	0.36	1.98E-03	UP	RNA-Seq	26793951
1	NADK	prefrontal cortex	0.26	5.31E-06	UP	RNA-Seq	26793951
4	NAF1	prefrontal cortex	-0.36	5.86E-04	DOWN	RNA-Seq	26793951
2	NAGK	prefrontal cortex	0.13	1.65E-04	UP	microarray transcriptomics	26793951
17	NAGS	prefrontal cortex	0.56	4.58E-04	UP	RNA-Seq	26793951
13	NALCN	prefrontal cortex	-0.29	1.19E-03	DOWN	RNA-Seq	26793951
19	NANOS2	prefrontal cortex	1.29	5.94E-08	UP	RNA-Seq	26793951
4	NAP1L5	prefrontal cortex	-0.2	6.69E-04	DOWN	microarray transcriptomics	26793951
19	NAPSA	prefrontal cortex	0.53	8.85E-04	UP	RNA-Seq	26793951
12	NAV3	prefrontal cortex	-0.25	9.83E-04	DOWN	RNA-Seq	26793951
7	NCF1	prefrontal cortex	0.58	2.02E-03	UP	RNA-Seq	26793951
22	NCF4	prefrontal cortex	0.54	2.97E-03	UP	RNA-Seq	26793951
11	NCR3LG1	prefrontal cortex	-0.72	6.86E-04	DOWN	RNA-Seq	26793951
12	NDUFA12	prefrontal cortex	-0.1	5.90E-05	DOWN	microarray transcriptomics	26793951
7	NDUFA4	prefrontal cortex	-0.12	2.35E-04	DOWN	microarray transcriptomics	26793951
19	NDUFA7	prefrontal cortex	-0.14	4.39E-04	DOWN	microarray transcriptomics	26793951
9	NDUFA8	prefrontal cortex	-0.14	5.68E-06	DOWN	microarray transcriptomics	26793951
12	NDUFA9	prefrontal cortex	-0.1	6.88E-04	DOWN	microarray transcriptomics	26793951
16	NDUFAB1	prefrontal cortex	-0.26	1.99E-03	DOWN	microarray transcriptomics	26793951
14	NDUFB1	prefrontal cortex	-0.14	1.40E-03	DOWN	microarray transcriptomics	26793951
X	NDUFB11	prefrontal cortex	-0.08	4.04E-03	DOWN	microarray transcriptomics	26793951
2	NDUFB3	prefrontal cortex	-0.13	1.30E-03	DOWN	microarray transcriptomics	26793951
3	NDUFB5	prefrontal cortex	-0.13	8.02E-04	DOWN	microarray transcriptomics	26793951
19	NDUFB7	prefrontal cortex	-0.08	3.39E-03	DOWN	microarray transcriptomics	26793951
11	NDUFC2	prefrontal cortex	-0.17	2.58E-05	DOWN	microarray transcriptomics	26793951
2	NDUFS1	prefrontal cortex	-0.35	2.86E-04	DOWN	RNA-Seq	26793951
2	NDUFS1	prefrontal cortex	-0.1	3.53E-03	DOWN	microarray transcriptomics	26793951
5	NDUFS4	prefrontal cortex	-0.1	9.66E-04	DOWN	microarray transcriptomics	26793951
1	NDUFS5	prefrontal cortex	-0.14	1.19E-04	DOWN	microarray transcriptomics	26793951
11	NDUFV1	prefrontal cortex	-0.11	5.41E-04	DOWN	microarray transcriptomics	26793951
18	NDUFV2	prefrontal cortex	-0.09	2.91E-03	DOWN	microarray transcriptomics	26793951
13	NEK3	prefrontal cortex	-0.41	8.87E-04	DOWN	Microarray	26793951
1	NEK7	prefrontal cortex	0.13	3.56E-06	UP	microarray transcriptomics	26793951
17	NF1	prefrontal cortex	-0.26	2.83E-04	DOWN	RNA-Seq	26793951
14	NFATC4	prefrontal cortex	0.5	4.86E-04	UP	RNA-Seq	26793951
9	NFIL3	prefrontal cortex	0.58	5.87E-05	UP	RNA-Seq	26793951
10	NFKB2	prefrontal cortex	0.71	9.95E-06	UP	RNA-Seq	26793951
14	NFKBIA	prefrontal cortex	0.53	7.96E-05	UP	RNA-Seq	26793951
14	NFKBIA	prefrontal cortex	0.51	8.28E-04	UP	Microarray	26793951
20	NFS1	prefrontal cortex	-0.14	1.38E-05	DOWN	microarray transcriptomics	26793951
1	NHLH1	prefrontal cortex	0.52	4.10E-04	UP	RNA-Seq	26793951
13	NHLRC3	prefrontal cortex	-0.39	3.41E-04	DOWN	RNA-Seq	26793951
11	NLRP6	prefrontal cortex	0.73	2.18E-03	UP	RNA-Seq	26793951
5	NNT	prefrontal cortex	-0.08	2.41E-03	DOWN	microarray transcriptomics	26793951
12	NOP2	prefrontal cortex	0.33	9.90E-04	UP	RNA-Seq	26793951
7	NOS3	prefrontal cortex	0.62	8.53E-04	UP	RNA-Seq	26793951
14	NOVA1	prefrontal cortex	-0.1	2.13E-04	DOWN	microarray transcriptomics	26793951
11	NPAT	prefrontal cortex	-0.25	3.02E-03	DOWN	RNA-Seq	26793951
7	NPC1L1	prefrontal cortex	1.14	1.20E-06	UP	RNA-Seq	26793951
17	NPEPPS	prefrontal cortex	0.07	3.12E-03	UP	microarray transcriptomics	26793951
12	NPFF	prefrontal cortex	0.58	2.84E-04	UP	RNA-Seq	26793951
16	NPIPB7	prefrontal cortex	0.7	6.11E-04	UP	RNA-Seq	26793951
7	NPTX2	prefrontal cortex	-0.23	1.75E-03	DOWN	microarray transcriptomics	26793951
11	NR1H3	prefrontal cortex	0.26	1.85E-03	UP	RNA-Seq	26793951
3	NR2C2	prefrontal cortex	-0.41	3.50E-04	DOWN	RNA-Seq	26793951
10	NRBF2	prefrontal cortex	-0.08	2.26E-03	DOWN	microarray transcriptomics	26793951
X	NRK	prefrontal cortex	-0.99	2.77E-05	DOWN	RNA-Seq	26793951
6	NRN1	prefrontal cortex	-0.11	4.37E-03	DOWN	microarray transcriptomics	26793951
3	NSUN3	prefrontal cortex	-0.42	1.30E-05	DOWN	RNA-Seq	26793951
17	NT5C	prefrontal cortex	0.2	7.49E-05	UP	microarray transcriptomics	26793951
11	NTM	prefrontal cortex	-0.09	6.08E-03	DOWN	microarray transcriptomics	26793951
19	NUCB1	prefrontal cortex	-0.16	6.00E-04	DOWN	microarray transcriptomics	26793951
11	NUCB2	prefrontal cortex	0.46	4.31E-05	UP	Microarray	26793951
1	NUCKS1	prefrontal cortex	-0.25	1.35E-03	DOWN	RNA-Seq	26793951
6	NUDT3	prefrontal cortex	0.14	1.84E-03	UP	microarray transcriptomics	26793951
4	NUDT9	prefrontal cortex	0.3	3.85E-04	UP	Microarray	26793951
17	NUFIP2	prefrontal cortex	0.19	8.97E-04	UP	Microarray	26793951
1	NUP133	prefrontal cortex	-0.23	2.88E-03	DOWN	RNA-Seq	26793951
5	NUP155	prefrontal cortex	-0.25	1.49E-03	DOWN	RNA-Seq	26793951
1	NUP210L	prefrontal cortex	0.75	5.97E-05	UP	RNA-Seq	26793951
17	NUP88	prefrontal cortex	0.23	2.04E-04	UP	Microarray	26793951
16	NUPR1	prefrontal cortex	0.82	1.59E-05	UP	RNA-Seq	26793951
10	NUTM2A	prefrontal cortex	-0.75	4.48E-05	DOWN	RNA-Seq	26793951
17	NXN	prefrontal cortex	0.42	1.19E-03	UP	RNA-Seq	26793951
16	OGFOD1	prefrontal cortex	-0.16	1.42E-03	DOWN	RNA-Seq	26793951
10	OIT3	prefrontal cortex	0.78	1.16E-03	UP	RNA-Seq	26793951
9	OLFM1	prefrontal cortex	-0.14	3.74E-04	DOWN	microarray transcriptomics	26793951
3	OPA1	prefrontal cortex	-0.28	1.01E-03	DOWN	RNA-Seq	26793951
3	OPA1	prefrontal cortex	-0.07	5.11E-03	DOWN	microarray transcriptomics	26793951
6	OR2H2	prefrontal cortex	0.67	3.24E-04	UP	RNA-Seq	26793951
19	OR7A5	prefrontal cortex	0.88	1.72E-04	UP	RNA-Seq	26793951
19	OR7C1	prefrontal cortex	0.79	7.22E-04	UP	RNA-Seq	26793951
6	ORC3	prefrontal cortex	-0.21	2.14E-03	DOWN	RNA-Seq	26793951
1	OSBPL9	prefrontal cortex	-0.34	6.09E-04	DOWN	RNA-Seq	26793951
8	OSGIN2	prefrontal cortex	0.43	4.54E-04	UP	Microarray	26793951
3	OSTN	prefrontal cortex	-0.65	1.01E-03	DOWN	RNA-Seq	26793951
2	OTOS	prefrontal cortex	0.9	5.79E-06	UP	RNA-Seq	26793951
11	OTUB1	prefrontal cortex	0.05	6.12E-03	UP	microarray transcriptomics	26793951
19	P2RY11	prefrontal cortex	0.3	2.53E-03	UP	RNA-Seq	26793951
10	P4HA1	prefrontal cortex	0.53	6.78E-04	UP	RNA-Seq	26793951
5	P4HA2	prefrontal cortex	0.7	1.82E-08	UP	RNA-Seq	26793951
X	PAK3	prefrontal cortex	-0.65	9.74E-04	DOWN	RNA-Seq	26793951
10	PALD1	prefrontal cortex	0.37	5.43E-04	UP	RNA-Seq	26793951
19	PALM3	prefrontal cortex	0.5	8.39E-04	UP	RNA-Seq	26793951
5	PAPD4	prefrontal cortex	-0.29	2.88E-03	DOWN	RNA-Seq	26793951
10	PARD3	prefrontal cortex	0.54	6.85E-04	UP	RNA-Seq	26793951
18	PARD6G	prefrontal cortex	0.5	4.35E-04	UP	RNA-Seq	26793951
22	PARVG	prefrontal cortex	0.68	6.60E-05	UP	RNA-Seq	26793951
2	PAX3	prefrontal cortex	-0.81	4.03E-04	DOWN	RNA-Seq	26793951
7	PAX4	prefrontal cortex	-0.54	2.36E-04	DOWN	Microarray	26793951
10	PCBD1	prefrontal cortex	0.34	1.31E-03	UP	RNA-Seq	26793951
3	PCCB	prefrontal cortex	-0.29	3.05E-03	DOWN	RNA-Seq	26793951
2	PCGF1	prefrontal cortex	0.23	2.99E-03	UP	RNA-Seq	26793951
11	PCNXL3	prefrontal cortex	-0.34	3.07E-04	DOWN	Microarray	26793951
7	PCOLCE	prefrontal cortex	0.65	2.81E-04	UP	RNA-Seq	26793951
1	PCP4L1	prefrontal cortex	-0.29	2.41E-03	DOWN	microarray transcriptomics	26793951
17	PCTP	prefrontal cortex	0.26	2.39E-03	UP	RNA-Seq	26793951
5	PCYOX1L	prefrontal cortex	-0.4	1.22E-03	DOWN	RNA-Seq	26793951
3	PDCD6IP	prefrontal cortex	-0.07	1.55E-03	DOWN	microarray transcriptomics	26793951
6	PDE10A	prefrontal cortex	-0.68	2.64E-04	DOWN	RNA-Seq	26793951
2	PDE11A	prefrontal cortex	-0.63	1.53E-03	DOWN	RNA-Seq	26793951
1	PDE4DIP	prefrontal cortex	0.37	3.99E-04	UP	Microarray	26793951
8	PDE7A	prefrontal cortex	-0.3	2.14E-03	DOWN	RNA-Seq	26793951
4	PDGFC	prefrontal cortex	0.36	4.34E-04	UP	Microarray	26793951
5	PDGFRB	prefrontal cortex	0.46	1.54E-03	UP	RNA-Seq	26793951
8	PDGFRL	prefrontal cortex	0.73	2.14E-05	UP	Microarray	26793951
8	PDGFRL	prefrontal cortex	0.43	1.98E-03	UP	RNA-Seq	26793951
11	PDHX	prefrontal cortex	-0.09	9.42E-04	DOWN	microarray transcriptomics	26793951
2	PDIA6	prefrontal cortex	0.34	5.41E-04	UP	Microarray	26793951
21	PDXK	prefrontal cortex	0.12	1.80E-03	UP	microarray transcriptomics	26793951
1	PEAR1	prefrontal cortex	0.7	1.76E-05	UP	RNA-Seq	26793951
12	PEBP1	prefrontal cortex	0.05	5.27E-03	UP	microarray transcriptomics	26793951
2	PECR	prefrontal cortex	-0.29	1.55E-03	DOWN	RNA-Seq	26793951
8	PENK	prefrontal cortex	-1.03	1.50E-05	DOWN	RNA-Seq	26793951
17	PEX12	prefrontal cortex	0.27	7.75E-04	UP	Microarray	26793951
1	PEX19	prefrontal cortex	-0.15	8.12E-04	DOWN	microarray transcriptomics	26793951
21	PFKL	prefrontal cortex	0.08	3.91E-03	UP	microarray transcriptomics	26793951
4	PGM2	prefrontal cortex	0.45	7.12E-04	UP	Microarray	26793951
17	PHB	prefrontal cortex	-0.07	1.38E-03	DOWN	microarray transcriptomics	26793951
12	PHB2	prefrontal cortex	-0.07	2.97E-03	DOWN	microarray transcriptomics	26793951
6	PHF1	prefrontal cortex	0.27	6.54E-04	UP	RNA-Seq	26793951
11	PHF21A	prefrontal cortex	0.29	1.14E-03	UP	RNA-Seq	26793951
3	PHF7	prefrontal cortex	-0.46	4.86E-04	DOWN	RNA-Seq	26793951
16	PHKB	prefrontal cortex	-0.23	6.72E-04	DOWN	RNA-Seq	26793951
9	PHPT1	prefrontal cortex	0.23	1.98E-05	UP	Microarray	26793951
2	PIGF	prefrontal cortex	0.29	9.21E-04	UP	Microarray	26793951
21	PIGP	prefrontal cortex	-0.24	2.97E-03	DOWN	RNA-Seq	26793951
18	PIK3C3	prefrontal cortex	-0.21	1.60E-03	DOWN	RNA-Seq	26793951
19	PIK3R2	prefrontal cortex	0.5	9.79E-04	UP	RNA-Seq	26793951
17	PIK3R5	prefrontal cortex	0.48	2.06E-03	UP	RNA-Seq	26793951
22	PKDREJ	prefrontal cortex	-0.65	1.48E-03	DOWN	RNA-Seq	26793951
9	PKN3	prefrontal cortex	0.56	1.10E-03	UP	RNA-Seq	26793951
3	PLA1A	prefrontal cortex	0.73	1.09E-03	UP	RNA-Seq	26793951
9	PLAA	prefrontal cortex	-0.23	3.62E-04	DOWN	RNA-Seq	26793951
8	PLAG1	prefrontal cortex	-0.53	5.90E-05	DOWN	RNA-Seq	26793951
19	PLAUR	prefrontal cortex	0.58	6.52E-04	UP	RNA-Seq	26793951
20	PLCB1	prefrontal cortex	-0.11	2.12E-04	DOWN	microarray transcriptomics	26793951
11	PLCB3	prefrontal cortex	0.4	1.82E-03	UP	RNA-Seq	26793951
20	PLCG1	prefrontal cortex	0.37	1.36E-03	UP	RNA-Seq	26793951
7	PLEKHA8	prefrontal cortex	-0.36	3.53E-04	DOWN	RNA-Seq	26793951
2	PLEKHB2	prefrontal cortex	-0.24	3.09E-03	DOWN	RNA-Seq	26793951
5	PLEKHG4B	prefrontal cortex	0.82	2.35E-04	UP	RNA-Seq	26793951
17	PLEKHH3	prefrontal cortex	0.36	1.01E-03	UP	RNA-Seq	26793951
2	PLEKHM3	prefrontal cortex	-0.9	2.80E-05	DOWN	RNA-Seq	26793951
1	PLEKHN1	prefrontal cortex	0.75	1.63E-03	UP	RNA-Seq	26793951
19	PLIN4	prefrontal cortex	0.73	3.97E-05	UP	RNA-Seq	26793951
19	PLIN5	prefrontal cortex	0.54	1.26E-03	UP	RNA-Seq	26793951
4	PLK4	prefrontal cortex	-0.53	6.21E-04	DOWN	RNA-Seq	26793951
1	PLOD1	prefrontal cortex	0.52	8.52E-06	UP	RNA-Seq	26793951
4	PLRG1	prefrontal cortex	-0.28	1.49E-04	DOWN	RNA-Seq	26793951
X	PLS3	prefrontal cortex	-0.33	1.93E-03	DOWN	RNA-Seq	26793951
19	PLVAP	prefrontal cortex	-0.6	3.76E-04	DOWN	Microarray	26793951
12	PLXNC1	prefrontal cortex	0.17	4.82E-03	UP	microarray transcriptomics	26793951
7	PMS2	prefrontal cortex	-0.44	5.26E-04	DOWN	RNA-Seq	26793951
14	PNP	prefrontal cortex	0.56	5.33E-04	UP	RNA-Seq	26793951
11	PNPLA2	prefrontal cortex	0.36	4.19E-04	UP	RNA-Seq	26793951
19	PNPLA6	prefrontal cortex	0.33	1.31E-03	UP	RNA-Seq	26793951
6	PNRC1	prefrontal cortex	0.4	3.16E-05	UP	RNA-Seq	26793951
5	POC5	prefrontal cortex	-0.47	1.10E-04	DOWN	RNA-Seq	26793951
7	PODXL	prefrontal cortex	-0.09	8.54E-04	DOWN	microarray transcriptomics	26793951
3	POLR2H	prefrontal cortex	0.29	8.03E-05	UP	RNA-Seq	26793951
7	POLR2J2	prefrontal cortex	-0.45	7.50E-04	DOWN	Microarray	26793951
12	POLR3B	prefrontal cortex	-0.23	9.72E-04	DOWN	RNA-Seq	26793951
12	POP5	prefrontal cortex	0.31	3.68E-04	UP	Microarray	26793951
-	PP12708	prefrontal cortex	-0.74	1.93E-03	DOWN	RNA-Seq	26793951
5	PPAP2A	prefrontal cortex	0.38	1.44E-05	UP	Microarray	26793951
4	PPBP	prefrontal cortex	0.81	6.49E-04	UP	RNA-Seq	26793951
15	PPCDC	prefrontal cortex	-0.32	7.82E-04	DOWN	Microarray	26793951
14	PPIL5	prefrontal cortex	0.21	6.90E-04	UP	Microarray	26793951
17	PPM1E	prefrontal cortex	-0.73	1.01E-03	DOWN	RNA-Seq	26793951
12	PPM1H	prefrontal cortex	-0.3	1.01E-03	DOWN	RNA-Seq	26793951
3	PPM1L	prefrontal cortex	-0.18	4.80E-03	DOWN	microarray transcriptomics	26793951
19	PPM1N	prefrontal cortex	0.41	8.31E-04	UP	RNA-Seq	26793951
12	PPP1CC	prefrontal cortex	0.33	3.08E-04	UP	Microarray	26793951
1	PPP1R12B	prefrontal cortex	-0.34	4.82E-04	DOWN	RNA-Seq	26793951
6	PPP1R18	prefrontal cortex	0.49	8.92E-04	UP	RNA-Seq	26793951
20	PPP1R3D	prefrontal cortex	0.35	7.12E-04	UP	RNA-Seq	26793951
6	PPP1R3G	prefrontal cortex	0.52	2.35E-03	UP	RNA-Seq	26793951
16	PPP4C	prefrontal cortex	0.24	1.62E-03	UP	RNA-Seq	26793951
5	PPWD1	prefrontal cortex	-0.33	5.68E-05	DOWN	RNA-Seq	26793951
5	PRELID2	prefrontal cortex	-0.29	5.62E-04	DOWN	Microarray	26793951
1	PRELP	prefrontal cortex	0.57	1.83E-03	UP	RNA-Seq	26793951
X	PRICKLE3	prefrontal cortex	0.45	1.93E-03	UP	RNA-Seq	26793951
6	PRICKLE4	prefrontal cortex	0.55	1.67E-06	UP	RNA-Seq	26793951
5	PRKAA1	prefrontal cortex	-0.38	2.16E-04	DOWN	RNA-Seq	26793951
12	PRKAB1	prefrontal cortex	-0.08	6.13E-03	DOWN	microarray transcriptomics	26793951
